timestamp,value
0,52.32656080561995
1,58.19167233285048
2,72.83119970655761
3,71.71033557782302
4,62.80783182101427
5,56.67755177826186
6,55.35646884176316
7,56.538374715071654
8,49.530834455635265
9,52.772542934958835
10,43.83300543891607
11,38.13821312337727
12,43.57413780487012
13,54.4221007551237
14,67.66889795242106
15,68.19120502394398
16,64.1372210743537
17,64.95840818459911
18,58.02895791776551
19,60.52853062958708
20,54.01137434422208
21,56.74006789574025
22,43.50818936692859
23,42.05367268720134
24,52.841488555408034
25,51.688654572065936
26,57.41935641678524
27,58.67144672463528
28,60.08017732545815
29,58.83615442858566
30,60.27029894938289
31,61.688426574169476
32,49.79113322544737
33,49.495041559553265
34,47.55183816047253
35,39.46404106759137
36,44.493696191922886
37,49.900329272455345
38,57.4317009632669
39,51.455577776748655
40,48.24590503405652
41,49.2530723136243
42,45.80115082710867
43,44.919201499696115
44,39.210491834424076
45,37.14167247243351
46,33.61277558778406
47,28.345391076081203
48,30.552535442906574
49,40.28164603844193
50,45.44260442135606
51,46.330949084907196
52,47.725540522929315
53,47.20778849059228
54,44.07106029362536
55,44.44119320205702
56,38.07905343753943
57,41.02564145920406
58,39.53195433817675
59,37.41079894862422
60,48.53654399162369
61,53.92118852053557
62,56.10758808258826
63,53.2940777488258
64,51.060824454318734
65,52.801262235103295
66,53.34521798707631
67,56.79594767292583
68,51.66322030383795
69,47.40459589209077
70,40.073979795295486
71,41.96387443203526
72,44.766532610219826
73,49.06514444484075
74,60.43556368689903
75,65.29110990945053
76,59.41546852698375
77,60.64691052195486
78,55.29215431536817
79,55.92778747996039
80,56.7382808390098
81,56.09759980233297
82,52.91747717731365
83,50.585704510113885
84,44.96296062815652
85,57.1810648240997
86,74.18333468605492
87,65.01652249308668
88,63.91905170281706
89,55.45362345108251
90,52.71078074249251
91,57.75442770811447
92,54.47822775038334
93,55.17715807037216
94,47.212215970615915
95,38.5200668837536
96,46.22639421816876
97,46.88763012382037
98,59.94845339307322
99,57.2664494108079
100,62.97392695612554
101,62.42676128360278
102,63.644081406452464
103,62.88611631905347
104,55.179852316021744
105,54.28992686391934
106,43.922776629374795
107,41.618899178485336
108,52.620935647656964
109,40.03377498857289
110,44.076708654929085
111,48.93113487906612
112,57.78427876378412
113,72.42182188796393
114,75.5155670100973
115,88.5736453874208
116,64.20648420781292
117,79.23242919312545
118,89.09176407155609
119,110.14188106803256
120,109.43408035135272
121,94.0327026037598
122,89.85112941174201
123,84.02788621391925
124,82.82723159987725
125,76.95938974522119
126,78.45201825001567
127,65.26640672844248
128,54.57947390875829
129,64.49854846470362
130,80.93215626270927
131,102.81067285931277
132,103.24237826992454
133,96.56098524802884
134,97.93251651612132
135,85.35799774702295
136,89.11938894496063
137,81.11119464790548
138,85.94998779892643
139,63.63694322250779
140,64.23465175376194
141,78.84383697933634
142,76.84994886474036
143,87.23278357857319
144,88.75289647010395
145,90.64550951893982
146,87.49083925230185
147,92.8691098708294
148,93.10478630241842
149,72.00818244320449
150,75.60979491896525
151,71.7524533493622
152,59.41821075161596
153,65.74674182120357
154,75.50730570413981
155,87.80171946552356
156,78.57800960950243
157,74.82368633898044
158,76.53282125084495
159,70.01562051336114
160,69.07752284994258
161,57.16860525379046
162,56.161314373393864
163,51.67023554153837
164,42.925011548353666
165,45.17152210918898
166,60.65700388466365
167,68.48268726114215
168,68.96219050639112
169,71.01357395836591
170,71.46155535240324
171,65.11132618534148
172,70.95569940646595
173,53.962414725884834
174,61.001975673972865
175,58.15433421472068
176,53.70152227696297
177,72.41303768247047
178,81.25963158257854
179,82.79471085713828
180,80.18866614492275
181,78.11199343291125
